evaluation,offline_var_0,offline_var_1,offline_var_2,offline_var_3,offline_var_4,offline_var_5,offline_var_6,offline_var_7,offline_var_8,offline_var_9,offline_var_10,offline_var_11,offline_var_12,offline_var_13,offline_var_14,offline_var_15,offline_var_16,offline_var_17,offline_var_18,offline_var_19,offline_var_20,offline_var_21,offline_var_22,offline_var_23,offline_var_24,offline_var_25,offline_var_26,offline_var_27,offline_var_28,offline_var_29,obj_Maximize_Volume,con_Maintain_L/D_Ratio,30_DV_Model_cl,30_DV_Model_cd,30_DV_Model_Volume,30_DV_Model_CL,30_DV_Model_CD,30_DV_Model_K,30_DV_Model_-CL,30_DV_Model_-CD,30_DV_Model_-K,convergence_metric,acqf_value
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.067797334325086,0.16294588498253493,4.1560269871819155,0.8942219545191389,9.067797334325086,4.1560269871819155,0.8942219545191389,4.647645884982535,-4.1560269871819155,-0.8942219545191389,-4.647645884982535,0.2955120522967745,
2,0.38366261720657346,0.09088244676589965,-0.03354435452419721,0.06063181709063703,0.07768966482402534,-0.06896334636817417,-0.01041761168499114,0.03296833639081799,0.010216723219617835,-0.13147974328506484,-0.09834998947189769,-0.08483020561681175,0.1945835943855158,0.20602126041441848,0.08974279501610719,0.05383471077721025,0.33946156731485927,0.05761598239020094,-0.059116531128225,0.20656339465129503,0.2912607706037687,0.11874415773218608,0.002605553544671936,-0.011133940682981219,0.15478665638279313,0.1947554407959603,0.11204524216051101,0.11400638617024232,0.06116149911419106,0.07080351290272617,11.074607422548754,-0.4024424150899497,3.579495192195894,0.8768420702866465,11.074607422548754,3.579495192195894,0.8768420702866465,4.08225758491005,-3.579495192195894,-0.8768420702866465,-4.08225758491005,0.2955120522967745,
3,-0.06366929272189735,-0.0020297786593437145,0.16926733645219755,-0.24139311855868903,-0.07113054498022597,0.08854600068401211,0.14508405037552097,-0.1142448137060662,-0.07683747546066833,0.008955803665901485,-0.034638214151255994,0.021210994936590344,0.4722015288046804,-0.047385534813594914,0.21094021299202598,0.16831672713365411,0.04493907825252277,0.22173289564204787,0.1889876811565824,0.0028700057159045944,-0.042441048666520965,-0.013772858390716031,0.2633120483616403,0.26069508381918305,0.02881916449930395,0.0013757233677078803,-0.043625954531074616,-0.035234782439266955,0.04230304510753408,-0.0028122747579863022,11.71228031687158,-1.0533482960168437,3.9121533600289253,1.1401201909695378,11.71228031687158,3.9121533600289253,1.1401201909695378,3.4313517039831565,-3.9121533600289253,-1.1401201909695378,-3.4313517039831565,0.2955120522967745,
4,0.007887381594628123,0.20940539466217162,0.0020526040060595135,0.1946098505070749,-0.2192874722383969,0.12092656202180832,-0.08978368115570645,-0.023600736984449783,-0.17855348724836884,-0.06842895368657917,-0.011715161327590429,-0.026731338391989365,0.045973090135714476,0.4350319435774112,0.4104282423546734,0.03043873149411845,0.08691627850455319,-0.010766350732032734,0.3072374977212353,0.30526523644385883,0.19722903377700948,0.042872655734480014,0.11319045345639688,0.05386583373177747,0.09239130157189485,0.04426085043061678,0.17985140189064175,0.0687495339311691,0.12311638782140588,0.03472356889073756,12.624537437871986,-0.531836992888401,3.692084128194492,0.9340278480564745,12.624537437871986,3.692084128194492,0.9340278480564745,3.952863007111599,-3.692084128194492,-0.9340278480564745,-3.952863007111599,0.2955120522967745,
5,0.1791714417282492,-0.09430348187685013,0.06324320146896716,-0.053354526168939376,0.22581756979648787,-0.13874217977092934,0.0657180241050494,0.060098418026621594,-0.022923765441405675,-0.17768425180374423,-0.12074632371908106,-0.14943877044139986,0.3306053624439809,0.1640614708838376,-0.019137599984180673,0.3884362948240367,0.17884684427532133,0.3032123688929098,0.06123954789340663,0.14757636826459883,0.04874937475503184,0.19277237097570724,0.19621665350148965,0.1956952894765312,-0.025586705444711068,0.1244338523689376,0.020826374319245236,0.15810483038061512,0.01302711245985607,0.048003116842726345,12.063013703385945,-0.8458984609889377,3.5802366830532346,0.9839054547685653,12.063013703385945,3.5802366830532346,0.9839054547685653,3.6388015390110624,-3.5802366830532346,-0.9839054547685653,-3.6388015390110624,0.2955120522967745,
6,0.2219689684454352,0.2749284083023667,0.13647143713435572,-0.0322975620753983,0.16680462375473404,-0.00017352151198196664,-0.12068251057379287,-0.04123333832135423,-0.15919313786176598,0.027097092398208955,0.02373477457949924,-0.12108246827824658,-0.08562839774181177,0.01083242088261295,-0.06797336694690852,0.3050090390904735,0.21255777333694542,0.37744956096363647,0.36013191650763454,0.27426135128341783,0.23304940138449382,0.15733762850401622,0.06988443204759297,0.14086803965792427,0.023625438198941754,0.06665247703924664,0.1598235683530625,-0.002220675562895104,0.0971424050006183,0.09379743817752441,11.79014479053101,-0.6390889057555191,3.7581448944958686,0.9772555784750262,11.79014479053101,3.7581448944958686,0.9772555784750262,3.845611094244481,-3.7581448944958686,-0.9772555784750262,-3.845611094244481,0.2955120522967745,
7,0.11944369403645397,-0.028371509704738854,-0.07570355951768658,0.2690571710179452,-0.1680465296999344,0.03202587335152143,0.023156524658233063,0.1095488487245548,-0.04229841239908408,-0.08214321913862076,-0.13161813001097633,-0.0545147166082709,0.22826465004519858,0.3391390124173645,0.3253930411335302,-0.05287236403457832,0.12179827677613822,-0.027111394943448067,0.12913569938920902,-0.06131714468478122,0.021006565250087483,0.0084613382689563,0.1529001412172103,0.12975232439591083,0.1353272891189758,0.09541480838463827,0.06413036868614352,0.08806934007693405,0.02775129897993154,-0.008935745733401765,11.081860457655615,-0.08370982349609779,3.571920846563122,0.8116175458952322,11.081860457655615,3.571920846563122,0.8116175458952322,4.400990176503902,-3.571920846563122,-0.8116175458952322,-4.400990176503902,0.2955120522967745,
8,-0.08935288349166512,0.18347466710954902,0.09602759050390443,-0.12341706392353127,-0.004324544762576876,0.15232418146820872,-0.041356968784658846,0.020915960300260925,0.05936632655376031,-0.16073105862599998,-0.06359822267804072,0.0040412510087166065,0.06525425902199776,0.07246694716336807,0.302403048770533,0.2515094891006234,-0.03920103057577623,0.20819330595941724,0.007835666908634922,0.3552923834184425,0.1281043667034329,0.09152500564473431,-0.0407009703567724,0.2509971926107318,0.08408743742473397,0.16230558309837514,0.0998116356680297,0.19977506020214308,0.13769141401270577,0.013626472329227247,11.977013106178457,-0.9910415558771111,4.327171031240626,1.23857872784327,11.977013106178457,4.327171031240626,1.23857872784327,3.493658444122889,-4.327171031240626,-1.23857872784327,-3.493658444122889,0.2955120522967745,
9,0.2892372912261636,0.08933318277820945,0.04420046140319721,0.12414645690386772,0.003053624432176716,-0.18279823850967,0.10248202408325707,-0.07417328986147903,-0.12597281414312872,-0.02028052788376411,-0.043407292624539434,-0.0683156020759838,0.38616278382020774,0.41831921873003647,0.14929548010807492,0.1373798469919382,0.2549310964991468,0.132787406044634,0.2409399816820013,0.09357031312644096,0.12315423990986232,0.222882232759521,0.21999470281772032,0.019623191687312275,0.18763164202658772,0.027191461660823892,0.007472289412709741,0.049595282883263134,-0.022933166703850393,0.056030724247188926,12.435722877166844,-0.3821411047103531,3.287945642490096,0.8014377676003995,12.435722877166844,3.287945642490096,0.8014377676003995,4.102558895289647,-3.287945642490096,-0.8014377676003995,-4.102558895289647,0.2955120522967745,
10,0.3298596939072014,0.23149293277412653,0.11217909445214146,0.23142667573702008,-0.1156779289898894,-0.11396466367925968,-0.14052604615931114,-0.056198600202034946,-0.14497927803957894,-0.1926070998933242,-0.05006425232089684,-0.10047367855742523,0.2702955376224042,0.10881193588909355,0.4293012507132012,0.31165638822547104,0.06587150444903661,0.33577815578758796,0.39461237167251484,0.3371170469614962,0.23541559586850053,0.03933186649043088,-0.010906643981006756,0.16668631003001955,0.11419716507636063,0.1765780715621649,-0.019409497583958633,0.10283751437770837,0.024567101239830837,0.018915719814124928,13.487265342056137,-0.8032724254453179,3.447797459570176,0.9365381743214745,13.487265342056137,3.447797459570176,0.9365381743214745,3.6814275745546823,-3.447797459570176,-0.9365381743214745,-3.6814275745546823,0.2955120522967745,
11,-0.11762446076609193,-0.09159584769979119,0.02348218908901631,0.0010341084407957113,0.11000025743611042,0.1460600138091069,0.014907946203244593,0.09459550981290747,-0.056541197059943094,-0.0522860264301539,-0.08007108414744064,0.013988531440319002,-0.052234577130167055,0.3821250229032319,0.0337824793900012,-0.042710953332715816,0.17458415083219017,0.02201483622946221,0.14650815447956797,0.11938079068395793,0.010375873982614366,0.16979924951355363,0.2550006629991019,0.104097870162975,0.010679345508389348,-0.01409877018004245,0.13425884125959636,0.013481418785379819,0.0899283284455969,0.06586282617175336,10.918107238207808,-0.5418602126141545,4.01882271708603,1.019271117721616,10.918107238207808,4.01882271708603,1.019271117721616,3.9428397873858456,-4.01882271708603,-1.019271117721616,-3.9428397873858456,0.2955120522967745,
12,0.08688474870286883,0.1399377790465951,0.15602387528651418,0.1617748623257183,0.21140593942402192,0.06382937996225915,-0.07051640114688039,0.005963766250432226,0.044094047418571036,-0.005366792834326312,-0.14741031292236212,-0.0223680764538855,0.42124403140382777,0.049964022017746135,0.04538722965250752,0.245096607816369,0.307517068210741,0.25638415720272545,0.02825846998848587,0.1821125035119462,0.16539160472216674,0.24383170657527561,0.05568185841966551,0.22637920645079648,0.17647905081319568,0.05274175996133544,0.029643685543475906,0.03488740527388119,-0.014227444696744244,0.08844423167268345,11.32248048151836,-0.7635342573969832,3.4392365305284707,0.9242363195901798,11.32248048151836,3.4392365305284707,0.9242363195901798,3.721165742603017,-3.4392365305284707,-0.9242363195901798,-3.721165742603017,0.2955120522967745,
13,0.2582851203158498,0.026210157182067623,-0.0906800496523683,-0.15675082429879983,-0.2169936529992904,-0.09406043722757995,0.08491755331094533,-0.08913924008587001,-0.11067981237539629,-0.11447764709209046,0.017801697541905942,-0.13104049906474638,0.1057371008666194,0.30102707274864726,0.20064742316346362,0.12698443313734556,0.0016713825350626876,0.09205138079818764,0.2742564171391475,0.03846672633199215,0.08319856006337356,0.09597313679742608,0.14459094177896725,0.04440499398640708,0.06475125277805474,0.13717397212603163,0.18677432770835747,0.1841296072808868,0.1395601194965917,-0.018868354179435352,12.495515700671401,-0.5190791436139088,3.7777530839747517,0.9526258865345626,12.495515700671401,3.7777530839747517,0.9526258865345626,3.9656208563860913,-3.7777530839747517,-0.9526258865345626,-3.9656208563860913,0.2955120522967745,
14,0.1467309715226293,0.1523443527705967,-0.018633653938539607,-0.2036284168673725,-0.14351731663581974,-0.15803289435998646,-0.027941273834781524,0.047934290404665944,0.02552572356128388,-0.03460166709710136,-0.11614638504768338,-0.11457280514439905,0.4381599638727804,0.47313041712280074,0.2441260401121526,0.09046784129010393,-0.007068935351665168,0.10582122141716754,-0.024562861247078696,0.3907721362514711,0.2649033493376229,-0.00823325340291763,0.0996811518494692,-0.031644700429563744,0.04804434186823976,0.0852297053764779,0.057480925815047004,-0.02052690572228354,0.05526805233806604,0.02588709371721377,12.983458901714357,-0.7618173780006621,3.920554531157778,1.0530964656232653,12.983458901714357,3.920554531157778,1.0530964656232653,3.722882621999338,-3.920554531157778,-1.0530964656232653,-3.722882621999338,0.2955120522967745,
15,0.04408912337385121,0.03984839737415313,0.07942670081133897,0.027166054277316387,0.14563304873925442,0.17746980519749336,0.11581188767399092,-0.09929261965623752,-0.09209310592672626,-0.14372750793520087,0.005497973195566053,-0.03958404620511491,0.15422645650526556,0.12493440608202702,0.12506423443666495,0.20846374137705775,0.2976056811140522,0.18098248350420867,0.20643335854851383,0.06923650271478374,-0.013447124738286471,0.13860215771283405,0.18857974433329555,0.28104332337229737,0.1660520183095448,0.11134023421522075,0.15127985528954294,0.12965184310729205,0.08131441876249351,0.04207947754081509,11.558991450279096,-0.6082640956939209,3.6999486037909795,0.9544717609495228,11.558991450279096,3.6999486037909795,0.9544717609495228,3.876435904306079,-3.6999486037909795,-0.9544717609495228,-3.876435904306079,0.2955120522967745,
16,-0.023196836421266187,0.27097112076357005,-0.04856198314890608,-0.09111714209493077,0.05991138192269435,0.007297080687782426,-0.09791952481200641,-0.008647398072802459,-0.19281294470249488,-0.0970674659447091,-0.01670051118995844,-0.013666320355360667,0.2896187273951967,0.24222891734154384,-0.05232323907518401,-0.005960325267693106,0.23380244303600795,-0.05245259963948848,0.32773328751196484,0.2461827414858358,0.18396472509794148,0.204142518150138,0.033092150533774026,0.07317753435715982,-0.012527415882537453,0.1541751428680057,-0.014954974452085074,0.14333665518744232,-0.005634159393898955,0.07962719912753487,11.930521547771942,-0.7497043705316022,4.322886907573826,1.157400794117958,11.930521547771942,4.322886907573826,1.157400794117958,3.734995629468398,-4.322886907573826,-1.157400794117958,-3.734995629468398,0.2955120522967745,
